"COD","Articulo","Destino_Talleristas","Destino_Tipo","Caja","Item","Sector_Parte","Descripcion_Parte","Partes_x_uni","Rubro","Origen","Origen_Tipo","Flujo_proceso"
"026","Colador N°8","Lopez Jose","Prov Art Terminado","","1","","Cartón 026","1","Otros","Compra Otros","compra","Compra (Otros) → Cartón 026 ▣"
"027","Colador N°10","Lopez Jose","Prov Art Terminado","","1","","Cartón 027","1","Otros","Compra Otros","compra","Compra (Otros) → Cartón 027 ▣"
"029","Colador N°16","Lopez Jose","Prov Art Terminado","","1","","Cartón 029","1","Otros","Compra Otros","compra","Compra (Otros) → Cartón 029 ▣"
"031","Filtro De Café","Poly","Tallerista","","1","","Cartón 031","1","Cartones","Compra Cartones","compra","Compra (Cartones) → Cartón 031 ▣"
"031","Filtro De Café","Poly","Tallerista","","2","FC3","Alambre Filtro Café","1","Otros","Fleje 90","matriz","Fleje 90 → 〔Mat Charcas〕 → FC3 ▣"
"034","Filtro De Cafe Gastronomi","Poly","Tallerista","","1","","Cartón 034","1","Cartones","Compra Cartones","compra","Compra (Cartones) → Cartón 034 ▣"
"034","Filtro De Cafe Gastronomi","Poly","Tallerista","","2","FB3B","Alambre Filtro Café Gast","1","Otros","Fleje 90B","matriz","Fleje 90B → 〔Mat Charcas〕 → FB3B ▣"
"035E","Cernidor de Harina","Garcia","Tallerista","","1","035E-CC","Caja chica 035E","0.083333","Importados","035E-CC (sin proveedor)","compra","035E-CC (sin proveedor) → 035E-CC ▣"
"035E","Cernidor de Harina","Garcia","Tallerista","","2","035E-MC","Mastercaja 035E","0.020833","Importados","035E-MC (sin proveedor)","compra","035E-MC (sin proveedor) → 035E-MC ▣"
"043","3 en 1 CH","Martin","Tallerista","","1","C3","3 En 1 Sin Marca","1","Otros","Fleje 6","matriz","Fleje 6 → 〔Mat 32 (Corte Cuerpo 3 en 1)〕 → Mat 32 → 〔Mat 33 (Estampado Cuerpo 3 en 1)〕 → JF12 → 〔Pedernera (Cromado)〕 → C3 ▣"
"043","3 en 1 CH","Martin","Tallerista","","2","","Cartón 043","1","Cartones","Compra Cartones","compra","Compra (Cartones) → Cartón 043 ▣"
"043","3 en 1 CH","Martin","Tallerista","","3","C10","Uña Zincada","1","Otros","Fleje 57","matriz","Fleje 57 → 〔Mat 29 (Corte Uña)〕 → LF13 → 〔FAAT (Cementado)〕 → ST → 〔Guazzaroni (Zincado)〕 → C10 ▣"
"043","3 en 1 CH","Martin","Tallerista","","4","PA2","Plaquita 3 - 1 Blan.","1","Otros","PA2 (Pat Bet Plast)","compra","PA2 (Pat Bet Plast) → PA2 ▣"
"043","3 en 1 CH","Martin","Tallerista","","5","V9","Remache uña niq.","2","Remaches","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V9 ▣"
"043","3 en 1 CH","Martin","Tallerista","","6","V13","Rem Plaquita 3 en 1","2","Remaches","📦 Comprado (Remaches) — Electronica Mandelli","compra_remache","📦 Comprado (Remaches) — Electronica Mandelli → V13 ▣"
"053","Pinza De Fiambre Mgo Plastico 23cm","Log/ Fabr / Rafael","Fabricación interna","","1","C9","Resorte U Crom","1","Otros","Fleje 26","matriz","Fleje 26 → 〔Mat 68 (Corte Resorte)〕 → Mat 68 → 〔Mat 69 (Doblado Resorte)〕 → IF2 → 〔Guazzaroni (Pulido)〕 → ST → 〔Guazzaroni (Pulido)〕 → C9 ▣"
"053","Pinza De Fiambre Mgo Plastico 23cm","Log/ Fabr / Rafael","Fabricación interna","","1","C9","Resorte U Crom","1","Otros","Fleje 26","matriz","Fleje 26 → 〔Mat 68 (Corte Resorte)〕 → Mat 68 → 〔Mat 69 (Doblado Resorte)〕 → IF2 → 〔FAAT (Templado y Revenido)〕 → ST → 〔Guazzaroni (Pulido)〕 → C9 ▣"
"053","Pinza De Fiambre Mgo Plastico 23cm","Log/ Fabr / Rafael","Fabricación interna","","1","C9","Resorte U Crom","1","Otros","ST (sin origen)","ps_st","ST (sin origen) → 〔Pedernera (Cromado)〕 → C9 ▣"
"053","Pinza De Fiambre Mgo Plastico 23cm","Log/ Fabr / Rafael","Fabricación interna","","2","F9","Pinza Fiambre Izquierda","1","Otros","Fleje 40","matriz","Fleje 40 → 〔Mat 62 (Corte Pinza Fiambre Derecha)〕 → Mat 62 → 〔Mat 63 (Estampado Pinza Fiambre Derecha)〕 → F9 ▣"
"053","Pinza De Fiambre Mgo Plastico 23cm","Log/ Fabr / Rafael","Fabricación interna","","3","F10","Pinza Fiambre Derecha","1","Otros","Fleje 40","matriz","Fleje 40 → 〔Mat 62 (Corte Pinza Fiambre Derecha)〕 → Mat 62 → 〔Mat 65 (Estampado Pinza Fiambre Izquierda)〕 → F10 ▣"
"053","Pinza De Fiambre Mgo Plastico 23cm","Log/ Fabr / Rafael","Fabricación interna","","4","CCG4F","Cartón 053","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G4F ▣"
"054","Pinza De Fideos Mgo Plastico 25cm","Log/ Fabr / Rafael","Fabricación interna","","1","F13","Pinza Fideo Izq","1","Otros","Fleje 39","matriz","Fleje 39 → 〔Mat 60 (Corte Pinza Fideos)〕 → Mat 60 → 〔Mat 75 (Estampado Izq Pinza Fideos)〕 → F13 ▣"
"054","Pinza De Fideos Mgo Plastico 25cm","Log/ Fabr / Rafael","Fabricación interna","","2","F14","Pinza Fideo Der","1","Otros","Fleje 39","matriz","Fleje 39 → 〔Mat 60 (Corte Pinza Fideos)〕 → Mat 60 → 〔Mat 61 (Estampado Der Pinza Fideos)〕 → F14 ▣"
"054","Pinza De Fideos Mgo Plastico 25cm","Log/ Fabr / Rafael","Fabricación interna","","3","C9","Resorte U Crom","1","Otros","Fleje 26","matriz","Fleje 26 → 〔Mat 68 (Corte Resorte)〕 → Mat 68 → 〔Mat 69 (Doblado Resorte)〕 → IF2 → 〔Guazzaroni (Pulido)〕 → ST → 〔Guazzaroni (Pulido)〕 → C9 ▣"
"054","Pinza De Fideos Mgo Plastico 25cm","Log/ Fabr / Rafael","Fabricación interna","","3","C9","Resorte U Crom","1","Otros","Fleje 26","matriz","Fleje 26 → 〔Mat 68 (Corte Resorte)〕 → Mat 68 → 〔Mat 69 (Doblado Resorte)〕 → IF2 → 〔FAAT (Templado y Revenido)〕 → ST → 〔Guazzaroni (Pulido)〕 → C9 ▣"
"054","Pinza De Fideos Mgo Plastico 25cm","Log/ Fabr / Rafael","Fabricación interna","","3","C9","Resorte U Crom","1","Otros","ST (sin origen)","ps_st","ST (sin origen) → 〔Pedernera (Cromado)〕 → C9 ▣"
"054","Pinza De Fideos Mgo Plastico 25cm","Log/ Fabr / Rafael","Fabricación interna","","4","CCG4G","Cartón 054","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G4G ▣"
"055","Pinza De Ensalada Mgo Plastico 23cm","Log/ Fabr / Rafael","Fabricación interna","","1","C9","Resorte U Crom","1","Otros","Fleje 26","matriz","Fleje 26 → 〔Mat 68 (Corte Resorte)〕 → Mat 68 → 〔Mat 69 (Doblado Resorte)〕 → IF2 → 〔Guazzaroni (Pulido)〕 → ST → 〔Guazzaroni (Pulido)〕 → C9 ▣"
"055","Pinza De Ensalada Mgo Plastico 23cm","Log/ Fabr / Rafael","Fabricación interna","","1","C9","Resorte U Crom","1","Otros","Fleje 26","matriz","Fleje 26 → 〔Mat 68 (Corte Resorte)〕 → Mat 68 → 〔Mat 69 (Doblado Resorte)〕 → IF2 → 〔FAAT (Templado y Revenido)〕 → ST → 〔Guazzaroni (Pulido)〕 → C9 ▣"
"055","Pinza De Ensalada Mgo Plastico 23cm","Log/ Fabr / Rafael","Fabricación interna","","1","C9","Resorte U Crom","1","Otros","ST (sin origen)","ps_st","ST (sin origen) → 〔Pedernera (Cromado)〕 → C9 ▣"
"055","Pinza De Ensalada Mgo Plastico 23cm","Log/ Fabr / Rafael","Fabricación interna","","2","CCG4H","Cartón 055","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G4H ▣"
"055","Pinza De Ensalada Mgo Plastico 23cm","Log/ Fabr / Rafael","Fabricación interna","","3","F11","Puntero Ensalada","2","Otros","Fleje 45","matriz","Fleje 45 → 〔Mat 66 (Corte Pinza Ensalada)〕 → Mat 66 → 〔Mat 67 (Estampado Pinza Ensalada)〕 → F11 ▣"
"057","DestapaCorona LK c/Carton","Garcia","Tallerista","","1","C5","Destapa Corona Crom","1","Otros","Fleje 21","matriz","Fleje 21 → 〔Mat 79 (Corte Destapacorona)〕 → JF8 → 〔Mat 80 (Estampa Destapacorona)〕 → Mat 80 → 〔Mat 81 (Doblado Destapacorona)〕 → JF7 → 〔Pedernera (Cromado)〕 → C5 ▣"
"057","DestapaCorona LK c/Carton","Garcia","Tallerista","","1","C5","Destapa Corona Crom","1","Otros","Fleje 21","matriz","Fleje 21 → 〔Mat 79 (Corte Destapacorona)〕 → G1 → 〔Mat 80 (Estampa Destapacorona)〕 → Mat 80 → 〔Mat 81 (Doblado Destapacorona)〕 → JF7 → 〔Pedernera (Cromado)〕 → C5 ▣"
"057","DestapaCorona LK c/Carton","Garcia","Tallerista","","2","","Cartón 057","1","Cartones","Compra Cartones","compra","Compra (Cartones) → Cartón 057 ▣"
"057","DestapaCorona LK c/Carton","Garcia","Tallerista","","3","Z25A","Argolla Grande","1","Otros","Z25A (PENDIENTE (nacional))","compra","Z25A (PENDIENTE (nacional)) → Z25A ▣"
"058","Cierra Bolsa x2","Log/ Fabr","Fabricación interna","","1","","Cartón 058","1","Cartones","Compra Cartones","compra","Compra (Cartones) → Cartón 058 ▣"
"058","Cierra Bolsa x2","Log/ Fabr","Fabricación interna","","2","PC4","Cierra Bolsas Blanc.","2","Otros","PC4 (JL Matriceria)","compra","PC4 (JL Matriceria) → PC4 ▣"
"059","Cuchillito De Untar Plast x2","Log/ Fabr","Fabricación interna","","1","PEP9","Cuchillo de Untar Blanc","2","Otros","PEP9 (JL Matriceria)","compra","PEP9 (JL Matriceria) → PEP9 ▣"
"059","Cuchillito De Untar Plast x2","Log/ Fabr","Fabricación interna","","2","","Cartón 059","1","Cartones","Compra Cartones","compra","Compra (Cartones) → Cartón 059 ▣"
"066","Abrelata Super Mariposa","Poly","Tallerista","","1","PA7B","Pirolo Negro","1","Otros","PA7B (Pat Bet Plast)","compra","PA7B (Pat Bet Plast) → PA7B ▣"
"066","Abrelata Super Mariposa","Poly","Tallerista","","2","PA8B","Buje Negro","1","Otros","PA8B (Pat Bet Plast)","compra","PA8B (Pat Bet Plast) → PA8B ▣"
"066","Abrelata Super Mariposa","Poly","Tallerista","","3","W9P","Arandela Fina Marip Niq.","1","Otros","Fleje 5","matriz","Fleje 5 → 〔Mat 15 (Corte Arandela fina 502)〕 → W9 → 〔Guazzaroni (Niquelado)〕 → W9P ▣"
"066","Abrelata Super Mariposa","Poly","Tallerista","","4","Z42","Mgo Plano 066 Negro","1","Otros","Fleje 6","matriz","Fleje 6 → 〔Mat 11 (Corte Mgo Plano Mariposa)〕 → IF4 → 〔Mat 12 (Doblado Mango Plano)〕 → IF6 → 〔Daniel / Jade (Pintado)〕 → Z42 ▣"
"066","Abrelata Super Mariposa","Poly","Tallerista","","5","Z41","Varilla C/ Cuchilla SUPER","1","Otros","Fleje 30","matriz","Fleje 30 → 〔Mat 6 (Corte y Estampa Varilla)〕 → HF7 → 〔Mat 173 (Doblado de Varilla Curva)〕 → HF6 → 〔Mat 174 (Armado de Varilla Curva C/Cuchilla)〕 → HF15 → 〔Daniel / Jade (Pintado)〕 → Z41 ▣"
"066","Abrelata Super Mariposa","Poly","Tallerista","","5","Z41","Varilla C/ Cuchilla SUPER","1","Otros","Fleje 2","matriz","Fleje 2 → 〔Mat 7 (Corte Cuchilla Abrelatas)〕 → IF12 → 〔Mat 8 (Despunte Cuchilla)〕 → Mat 8 → 〔Mat 9 (Doblado Cuchilla)〕 → IF14 → 〔FAAT (Cementado)〕 → ST → 〔Guazzaroni (Pulido)〕 → IF16 → 〔Mat 174 (Armado de Varilla Curva C/Cuchilla)〕 → HF15 → 〔Daniel / Jade (Pintado)〕 → Z41 ▣"
"066","Abrelata Super Mariposa","Poly","Tallerista","","6","W7P","Engranaje Chico","1","Otros","ST (sin origen)","ps_st","ST (sin origen) → 〔Pedernera (Cromado)〕 → W7P ▣"
"066","Abrelata Super Mariposa","Poly","Tallerista","","7","V7","Rem. Abrelatas Niq","1","Remaches","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V7 ▣"
"066","Abrelata Super Mariposa","Poly","Tallerista","","8","","Cartón 066","1","Cartones","Compra Cartones","compra","Compra (Cartones) → Cartón 066 ▣"
"066","Abrelata Super Mariposa","Poly","Tallerista","","9","Z30","Mariposa Abrelata SUPER","1","Otros","Fleje 7","matriz","Fleje 7 → 〔Mat 366 (Corte Super Mariposita)〕 → HF16 → 〔Pedernera (Cromado)〕 → Z30 ▣"
"067","Sac. Tipo Mozo Suelto","Martin","Tallerista","","1","E15","Cuchufli Zincado","1","Otros","Fleje 23","matriz","Fleje 23 → 〔Mat 44 (Corte Cuchufli)〕 → LF16 → 〔Guazzaroni (Zincado)〕 → E15 ▣"
"067","Sac. Tipo Mozo Suelto","Martin","Tallerista","","2","D4","Cabezal Crom.","1","Otros","Fleje 24","matriz","Fleje 24 → 〔Mat 45 (Corte Cabezal)〕 → JF14 → 〔Mat 46 (Doblado Cabezal)〕 → JF15 → 〔Pedernera (Cromado)〕 → D4 ▣"
"067","Sac. Tipo Mozo Suelto","Martin","Tallerista","","3","E16","Cpo Sacacorcho Zincado","1","Otros","Fleje 22","matriz","Fleje 22 → 〔Mat 37 (Corte Cuerpo Sacac.)〕 → Mat 37 → 〔Mat 38 (Doblado Cuerpo Sacacorcho)〕 → Mat 38 → 〔Mat 39 (Cerrado Cuerpo Sacacorcho)〕 → KF5 → 〔Guazzaroni (Zincado)〕 → E16 ▣"
"067","Sac. Tipo Mozo Suelto","Martin","Tallerista","","4","V2","Rem. Cabezal Niq","1","Remaches","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V2 ▣"
"067","Sac. Tipo Mozo Suelto","Martin","Tallerista","","5","","Cartón 067","1","Cartones","Compra Cartones","compra","Compra (Cartones) → Cartón 067 ▣"
"067","Sac. Tipo Mozo Suelto","Martin","Tallerista","","6","D1","Espiral 520 Chino","1","Otros","D1 (sin proveedor)","compra","D1 (sin proveedor) → D1 ▣"
"067","Sac. Tipo Mozo Suelto","Martin","Tallerista","","7","D14","Resorte 520 Niquel","1","Otros","ST (sin origen)","ps_st","ST (sin origen) → 〔Guazzaroni (Niquelado)〕 → D14 ▣"
"067","Sac. Tipo Mozo Suelto","Martin","Tallerista","","8","V1","Remache Espiral","1","Remaches","V1B (sin proveedor)","ps","V1B (sin proveedor) → 〔AJ Adhesivos (Adhesivado)〕 → V1C → 〔Guazzaroni (Niquelado)〕 → V1 ▣"
"070","Set Tapers 0.8 / 1.5 / 3lts","Log/ Fabr","Fabricación interna","","1","","Cartón","1","Otros","Compra Otros","compra","Compra (Otros) → Cartón ▣"
"071","BOWL MULTI USO 330ml","Log/ Fabr","Fabricación interna","","1","GRJ13","Bowls 330ml","1","Otros","GRJ13 (Cimarrón)","compra","GRJ13 (Cimarrón) → GRJ13 ▣"
"097","Afila Cuchillo CH","Martin","Tallerista","","1","V5","Rem. afila niq.","2","Remaches","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V5 ▣"
"097","Afila Cuchillo CH","Martin","Tallerista","","2","E3","Arandela Chica Afila","8","Otros","Fleje 10","matriz","Fleje 10 → 〔Mat 72 (Corte Arandela Chica)〕 → KF9 → 〔Guazzaroni (Zincado)〕 → E3 ▣"
"097","Afila Cuchillo CH","Martin","Tallerista","","3","","Cartón 097","1","Cartones","Compra Cartones","compra","Compra (Cartones) → Cartón 097 ▣"
"097","Afila Cuchillo CH","Martin","Tallerista","","4","E4","Tochos Afila Cuchillo","0.06666666666666667","Otros","(loop: JF1)","loop","(loop: JF1) → 〔JF1〕 → 〔JF1 ← Lucho ← JF1〕 → JF1 → 〔Scor (Rectificado)〕 → E4 ▣"
"099","Pelapapas Mgo Plas Ergo CH","Lucho","Tallerista","","1","","Cartón 099","1","Cartones","Compra Cartones","compra","Compra (Cartones) → Cartón 099 ▣"
"099","Pelapapas Mgo Plas Ergo CH","Lucho","Tallerista","","2","D9","Clavos Niq.","1","Otros","PCP3 (Martin Facciolo)","ps","PCP3 (Martin Facciolo) → 〔Guazzaroni (Niquelado)〕 → D9 ▣"
"099","Pelapapas Mgo Plas Ergo CH","Lucho","Tallerista","","3","PEP1","Mangos Pelador Negro","1","Otros","PEP1 (Telleria)","compra","PEP1 (Telleria) → PEP1 ▣"
"099","Pelapapas Mgo Plas Ergo CH","Lucho","Tallerista","","4","Z23A","Cuch China","1","Otros","Z23A (sin proveedor)","compra","Z23A (sin proveedor) → Z23A ▣"
"101","Abrelata a Manija","Rafael","Prov Art Terminado","N22","1","Z40","Mgo Plano 101 Negro","1","Otros","Fleje 1","matriz","Fleje 1 → 〔Mat 356 (Corte Mango Plano Manija)〕 → G11 → 〔Mat 12B (Doblado Mango Plano Sin Marca)〕 → G13 → 〔Jade / Daniel (Pintado)〕 → Z40 ▣"
"101","Abrelata a Manija","Rafael","Prov Art Terminado","N22","2","Z43","Varilla C/ Cuchilla Ngo","1","Otros","Fleje 30","matriz","Fleje 30 → 〔Mat 6 (Corte y Estampa Varilla)〕 → HF7 → 〔Mat 10 (Armado Varilla C/Cuchilla)〕 → HF11 → 〔Daniel / Jade (Pintado)〕 → Z43 ▣"
"101","Abrelata a Manija","Rafael","Prov Art Terminado","N22","2","Z43","Varilla C/ Cuchilla Ngo","1","Otros","Fleje 2","matriz","Fleje 2 → 〔Mat 7 (Corte Cuchilla Abrelatas)〕 → IF12 → 〔Mat 8 (Despunte Cuchilla)〕 → Mat 8 → 〔Mat 9 (Doblado Cuchilla)〕 → IF14 → 〔FAAT (Cementado)〕 → ST → 〔Guazzaroni (Pulido)〕 → IF16 → 〔Mat 10 (Armado Varilla C/Cuchilla)〕 → HF11 → 〔Daniel / Jade (Pintado)〕 → Z43 ▣"
"101","Abrelata a Manija","Rafael","Prov Art Terminado","N22","3","W1P","Buje Abrelata Manija","1","Otros","Fleje 4","matriz","Fleje 4 → 〔Mat 21 (Corte Arandela buje 501)〕 → W1 → 〔FAAT (Templado )〕 → ST → 〔Guazzaroni (Niquelado)〕 → W1P ▣"
"101","Abrelata a Manija","Rafael","Prov Art Terminado","N22","4","W2P","Engranaje Grande","1","Otros","ST (sin origen)","ps_st","ST (sin origen) → 〔Pedernera (Cromado)〕 → W2P ▣"
"101","Abrelata a Manija","Rafael","Prov Art Terminado","N22","5","W6","Arandelas Inox p/Mgo","2","Otros","Fleje 38","matriz","Fleje 38 → 〔Mat 16 (Corte Arandela manguito)〕 → W6 ▣"
"101","Abrelata a Manija","Rafael","Prov Art Terminado","N22","6","W4","Arandela Base Inox","1","Otros","Fleje 36","matriz","Fleje 36 → 〔Mat 344 (Corte Arandela Base)〕 → W4 ▣"
"101","Abrelata a Manija","Rafael","Prov Art Terminado","N22","7","CCK2A","Cartón 101","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → K2A ▣"
"101","Abrelata a Manija","Rafael","Prov Art Terminado","N22","8","W3P","Arandela 
 fina Niq.","1","Otros","Fleje 5","matriz","Fleje 5 → 〔Mat 22 (Corte Arandela fina 501)〕 → W3 → 〔Guazzaroni (Niquelado)〕 → W3P ▣"
"101","Abrelata a Manija","Rafael","Prov Art Terminado","N22","9","C6","Manija 
 Redonda Crom.","1","Otros","Fleje 30","matriz","Fleje 30 → 〔Mat 17 (Corte y Estampa Manija)〕 → Mat 17 → 〔Mat 18 (Aplastado Manija)〕 → Mat 18 → 〔Mat 19 (Recortado Manija)〕 → HF1 → 〔Pedernera (Cromado)〕 → C6 ▣"
"101","Abrelata a Manija","Rafael","Prov Art Terminado","N22","10","PB5","Manguito Abrelat. Negro","1","Otros","PB5 (Pat Bet Plast)","compra","PB5 (Pat Bet Plast) → PB5 ▣"
"101","Abrelata a Manija","Rafael","Prov Art Terminado","N22","11","V7","Rem. Abrelatas Niq","1","Remaches","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V7 ▣"
"101","Abrelata a Manija","Rafael","Prov Art Terminado","N22","12","PA7B","Pirolo Negro","1","Otros","PA7B (Pat Bet Plast)","compra","PA7B (Pat Bet Plast) → PA7B ▣"
"104","Sac Ergo LOKE","Martin","Tallerista","N22","1","CCK5D","Cartón 104","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → K5D ▣"
"104","Sac Ergo LOKE","Martin","Tallerista","N22","2","PB8A","Mgo Sacac Plast","1","Otros","PB8A (Pat Bet Plast)","compra","PB8A (Pat Bet Plast) → PB8A ▣"
"104","Sac Ergo LOKE","Martin","Tallerista","N22","3","V11","Remache Sacacorcho Plast","1","Remaches","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V11 ▣"
"104","Sac Ergo LOKE","Martin","Tallerista","N22","4","D1","Espiral 520 Chino","1","Otros","D1 (sin proveedor)","compra","D1 (sin proveedor) → D1 ▣"
"108","Pelador Mgo Metalico Loke","Poly","Tallerista","N22","1","M7","Mang. Pelador Ch Crom.","1","Otros","Fleje 20","matriz","Fleje 20 → 〔Mat 3B (Corte y Estampado Mango Pelador Sin Marca)〕 → 〔M9〕 → 〔M8 ← Poly ← M9〕 → M8 → 〔Pedernera (Cromado)〕 → M7 ▣"
"108","Pelador Mgo Metalico Loke","Poly","Tallerista","N22","2","CCK2D","Cartón 108","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → K2D ▣"
"108","Pelador Mgo Metalico Loke","Poly","Tallerista","N22","3","Z23A","Cuch China","1","Otros","Z23A (sin proveedor)","compra","Z23A (sin proveedor) → Z23A ▣"
"108","Pelador Mgo Metalico Loke","Poly","Tallerista","N22","4","D9","Clavos Niq.","1","Otros","PCP3 (Martin Facciolo)","ps","PCP3 (Martin Facciolo) → 〔Guazzaroni (Niquelado)〕 → D9 ▣"
"110","Colador N° 8 Loke","Lopez Jose","Prov Art Terminado","N2","1","K2B","Cartón","1","Otros","K2B (sin proveedor)","compra","K2B (sin proveedor) → K2B ▣"
"111","Colador N°10 Loke","Lopez Jose","Prov Art Terminado","N2","1","K2C","Cartón","1","Otros","K2C (sin proveedor)","compra","K2C (sin proveedor) → K2C ▣"
"114","Afila Cuch Loke","Martin","Tallerista","N1","1","CCK4D","Cartón 114","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → K4D ▣"
"114","Afila Cuch Loke","Martin","Tallerista","N1","2","E4","Tochos Afila Cuchillo","0.06666666666666667","Otros","(loop: JF1)","loop","(loop: JF1) → 〔JF1〕 → 〔JF1 ← Lucho ← JF1〕 → JF1 → 〔Scor (Rectificado)〕 → E4 ▣"
"114","Afila Cuch Loke","Martin","Tallerista","N1","3","E3","Arandela Chica Afila","8","Otros","Fleje 10","matriz","Fleje 10 → 〔Mat 72 (Corte Arandela Chica)〕 → KF9 → 〔Guazzaroni (Zincado)〕 → E3 ▣"
"114","Afila Cuch Loke","Martin","Tallerista","N1","4","V5","Rem. afila niq.","2","Remaches","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V5 ▣"
"116","Corta Pizza Chico LOKE","Martin","Tallerista","N2","1","LLF1","""S"" C/ Pizza/Raviol","1","Otros","Fleje 76","matriz","Fleje 76 → 〔Mat 357 (Corte Eses)〕 → LLF1 ▣"
"116","Corta Pizza Chico LOKE","Martin","Tallerista","N2","2","E12","Vastago C/ Pizza Cico/ Ravioles","1","Otros","Fleje 7","matriz","Fleje 7 → 〔Mat 354 (Corte Vast Corta Pizza Chico)〕 → LF15 → 〔Pedernera (Cromado)〕 → E12 ▣"
"116","Corta Pizza Chico LOKE","Martin","Tallerista","N2","3","PC10","Mango LK Espatula","1","Otros","PC10 (Pat Bet Plast)","compra","PC10 (Pat Bet Plast) → PC10 ▣"
"116","Corta Pizza Chico LOKE","Martin","Tallerista","N2","4","CCK3D","Cartón 116","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → K3D ▣"
"116","Corta Pizza Chico LOKE","Martin","Tallerista","N2","5","PA18","Capuchon Espatula LK","1","Otros","PA18 (Pat Bet Plast)","compra","PA18 (Pat Bet Plast) → PA18 ▣"
"116","Corta Pizza Chico LOKE","Martin","Tallerista","N2","6","LLF3","Disco C/ Pizza Ø6","1","Otros","Fleje 74","matriz","Fleje 74 → 〔Mat 358 (Corte Disco Corta Pizza Chico)〕 → LLF3 ▣"
"116","Corta Pizza Chico LOKE","Martin","Tallerista","N2","7","V12","Rem. C/ Pizza/Raviol","1","Remaches","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V12 ▣"
"121","P Papas Inox Loke","German / German / German","Tallerista","N13","1","PA10B","Capuchon ф 8 S/Serig","1","Otros","PA10 (Pat Bet Plast)","ps","PA10 (Pat Bet Plast) → 〔Ximpa (Serigafiado)〕 → PA10B ▣"
"121","P Papas Inox Loke","German / German / German","Tallerista","N13","2","PC11","Mangos ф 8","1","Otros","PC11 (Pat Bet Plast)","compra","PC11 (Pat Bet Plast) → PC11 ▣"
"121","P Papas Inox Loke","German / German / German","Tallerista","N13","3","M1","Disco Inox C/
 Vastago Alu","1","Otros","Fleje 41","matriz","Fleje 41 → 〔Mat 349 (Corte Disco Pisapapa)〕 → M3 → 〔Mat 123 (Perfora disco pisa papas)〕 → M2 → 〔Mat 113 (Remachado pisa papas Inox)〕 → M1 ▣"
"121","P Papas Inox Loke","German / German / German","Tallerista","N13","3","M1","Disco Inox C/
 Vastago Alu","1","Otros","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V18C → 〔Mat 113 (Remachado pisa papas Inox)〕 → M1 ▣"
"121","P Papas Inox Loke","German / German / German","Tallerista","N13","4","CCK4C","Cartón 121","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → K4C ▣"
"122","Rallador Cilin Loke","Carriero","Prov Art Terminado","","1","","Cartón","1","Otros","Compra Otros","compra","Compra (Otros) → Cartón ▣"
"123","Pelador Plastico Loke","Garcia / Lucho","Tallerista","N29","1","PC1B","Mgo Pelapapa 123","1","Otros","PC3B (sin proveedor)","ps","PC3B (sin proveedor) → 〔Esther (Calado)〕 → PC1B ▣"
"123","Pelador Plastico Loke","Garcia / Lucho","Tallerista","N29","2","D9","Clavos Niq.","1","Otros","PCP3 (Martin Facciolo)","ps","PCP3 (Martin Facciolo) → 〔Guazzaroni (Niquelado)〕 → D9 ▣"
"123","Pelador Plastico Loke","Garcia / Lucho","Tallerista","N29","3","Z23A","Cuch China","1","Otros","Z23A (sin proveedor)","compra","Z23A (sin proveedor) → Z23A ▣"
"186","Pelador Ergo Loke","Lucho","Tallerista","N22","1","Z23A","Cuch China","1","Otros","Z23A (sin proveedor)","compra","Z23A (sin proveedor) → Z23A ▣"
