"COD","Articulo","Destino_Talleristas","Destino_Tipo","Caja","Item","Sector_Parte","Descripcion_Parte","Partes_x_uni","Rubro","Origen","Origen_Tipo","Flujo_proceso"
"581","Sac Plast LK","Martin","Tallerista","N22","4","PB8A","Mgo Sacac Plast","1","Otros","PB8A (Pat Bet Plast)","compra","PB8A (Pat Bet Plast) → PB8A ▣"
"584E","Aceitera 400 Ml","Garcia","Tallerista","","1","584E-CC","Caja chica 584E","0.166667","Importados","584E-CC (sin proveedor)","compra","584E-CC (sin proveedor) → 584E-CC ▣"
"584E","Aceitera 400 Ml","Garcia","Tallerista","","2","584E-MC","Mastercaja 584E","0.020833","Importados","584E-MC (sin proveedor)","compra","584E-MC (sin proveedor) → 584E-MC ▣"
"586","Pelap Mgo Ergonomico","Lucho","Tallerista","N22","1","Z23A","Cuch China","1","Otros","Z23A (sin proveedor)","compra","Z23A (sin proveedor) → Z23A ▣"
"586","Pelap Mgo Ergonomico","Lucho","Tallerista","N22","2","PEP3","Mango Pelador LK 586 c/Serig","1","Otros","PEP3 (Pat Bet Plast)","compra","PEP3 (Pat Bet Plast) → PEP3 ▣"
"586","Pelap Mgo Ergonomico","Lucho","Tallerista","N22","3","D9","Clavos Niq.","1","Otros","PCP3 (Martin Facciolo)","ps","PCP3 (Martin Facciolo) → 〔Guazzaroni (Niquelado)〕 → D9 ▣"
"586","Pelap Mgo Ergonomico","Lucho","Tallerista","N22","4","CCB3","Cartón 586","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → B3 ▣"
"587","Pelap Cuch Cort Laser","Lucho","Tallerista","N2","1","E2","Vastago Pelapapa Laser","1","Otros","Fleje 28","matriz","Fleje 28 → 〔Mat 345 (Corte Vastago Pelapapa Laser)〕 → LLF7A → 〔Pedernera (Cromado)〕 → E2 ▣"
"587","Pelap Cuch Cort Laser","Lucho","Tallerista","N2","2","PA18","Capuchon Espatula LK","1","Otros","PA18 (Pat Bet Plast)","compra","PA18 (Pat Bet Plast) → PA18 ▣"
"587","Pelap Cuch Cort Laser","Lucho","Tallerista","N2","3","PC10","Mango LK Espatula","1","Otros","PC10 (Pat Bet Plast)","compra","PC10 (Pat Bet Plast) → PC10 ▣"
"587","Pelap Cuch Cort Laser","Lucho","Tallerista","N2","4","CCB4","Cartón 587","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → B4 ▣"
"587","Pelap Cuch Cort Laser","Lucho","Tallerista","N2","5","Z23B","Cuchilla Laser","1","Otros","Z23B (Importado)","compra","Z23B (Importado) → Z23B ▣"
"590E","Pincel Silicona 11 Gms","Garcia","Tallerista","","1","590E-MC","Mastercaja 590E","0.001667","Importados","590E-MC (sin proveedor)","compra","590E-MC (sin proveedor) → 590E-MC ▣"
"590E","Pincel Silicona 11 Gms","Garcia","Tallerista","","2","590E-CC","Caja chica 590E","0.083333","Importados","590E-CC (sin proveedor)","compra","590E-CC (sin proveedor) → 590E-CC ▣"
"594","Pinza De Fideos Mgo Plastico 25cm","Rafael","Prov Art Terminado","N12","1","C9","Resorte U Crom","1","Otros","Fleje 26","matriz","Fleje 26 → 〔Mat 68 (Corte Resorte)〕 → Mat 68 → 〔Mat 69 (Doblado Resorte)〕 → IF2 → 〔Guazzaroni (Pulido)〕 → ST → 〔Guazzaroni (Pulido)〕 → C9 ▣"
"594","Pinza De Fideos Mgo Plastico 25cm","Rafael","Prov Art Terminado","N12","1","C9","Resorte U Crom","1","Otros","Fleje 26","matriz","Fleje 26 → 〔Mat 68 (Corte Resorte)〕 → Mat 68 → 〔Mat 69 (Doblado Resorte)〕 → IF2 → 〔FAAT (Templado y Revenido)〕 → ST → 〔Guazzaroni (Pulido)〕 → C9 ▣"
"594","Pinza De Fideos Mgo Plastico 25cm","Rafael","Prov Art Terminado","N12","1","C9","Resorte U Crom","1","Otros","ST (sin origen)","ps_st","ST (sin origen) → 〔Pedernera (Cromado)〕 → C9 ▣"
"594","Pinza De Fideos Mgo Plastico 25cm","Rafael","Prov Art Terminado","N12","2","F14","Pinza Fideo Der","1","Otros","Fleje 39","matriz","Fleje 39 → 〔Mat 60 (Corte Pinza Fideos)〕 → Mat 60 → 〔Mat 61 (Estampado Der Pinza Fideos)〕 → F14 ▣"
"594","Pinza De Fideos Mgo Plastico 25cm","Rafael","Prov Art Terminado","N12","3","CCG4C","Cartón 594","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G4C ▣"
"594","Pinza De Fideos Mgo Plastico 25cm","Rafael","Prov Art Terminado","N12","4","F13","Pinza Fideo Izq","1","Otros","Fleje 39","matriz","Fleje 39 → 〔Mat 60 (Corte Pinza Fideos)〕 → Mat 60 → 〔Mat 75 (Estampado Izq Pinza Fideos)〕 → F13 ▣"
"595","Pinza De Fiambre Mgo Plastico 23cm","Rafael","Prov Art Terminado","N12","1","F10","Pinza Fiambre Derecha","1","Otros","Fleje 40","matriz","Fleje 40 → 〔Mat 62 (Corte Pinza Fiambre Derecha)〕 → Mat 62 → 〔Mat 65 (Estampado Pinza Fiambre Izquierda)〕 → F10 ▣"
"595","Pinza De Fiambre Mgo Plastico 23cm","Rafael","Prov Art Terminado","N12","2","C9","Resorte U Crom","1","Otros","Fleje 26","matriz","Fleje 26 → 〔Mat 68 (Corte Resorte)〕 → Mat 68 → 〔Mat 69 (Doblado Resorte)〕 → IF2 → 〔Guazzaroni (Pulido)〕 → ST → 〔Guazzaroni (Pulido)〕 → C9 ▣"
"595","Pinza De Fiambre Mgo Plastico 23cm","Rafael","Prov Art Terminado","N12","2","C9","Resorte U Crom","1","Otros","Fleje 26","matriz","Fleje 26 → 〔Mat 68 (Corte Resorte)〕 → Mat 68 → 〔Mat 69 (Doblado Resorte)〕 → IF2 → 〔FAAT (Templado y Revenido)〕 → ST → 〔Guazzaroni (Pulido)〕 → C9 ▣"
"595","Pinza De Fiambre Mgo Plastico 23cm","Rafael","Prov Art Terminado","N12","2","C9","Resorte U Crom","1","Otros","ST (sin origen)","ps_st","ST (sin origen) → 〔Pedernera (Cromado)〕 → C9 ▣"
"595","Pinza De Fiambre Mgo Plastico 23cm","Rafael","Prov Art Terminado","N12","3","CCG4D","Cartón 595","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G4D ▣"
"595","Pinza De Fiambre Mgo Plastico 23cm","Rafael","Prov Art Terminado","N12","4","F9","Pinza Fiambre Izquierda","1","Otros","Fleje 40","matriz","Fleje 40 → 〔Mat 62 (Corte Pinza Fiambre Derecha)〕 → Mat 62 → 〔Mat 63 (Estampado Pinza Fiambre Derecha)〕 → F9 ▣"
"596","Pinza De Ensalada Mgo Plastico 23cm","Rafael","Prov Art Terminado","N12","1","C9","Resorte U Crom","1","Otros","Fleje 26","matriz","Fleje 26 → 〔Mat 68 (Corte Resorte)〕 → Mat 68 → 〔Mat 69 (Doblado Resorte)〕 → IF2 → 〔Guazzaroni (Pulido)〕 → ST → 〔Guazzaroni (Pulido)〕 → C9 ▣"
"596","Pinza De Ensalada Mgo Plastico 23cm","Rafael","Prov Art Terminado","N12","1","C9","Resorte U Crom","1","Otros","Fleje 26","matriz","Fleje 26 → 〔Mat 68 (Corte Resorte)〕 → Mat 68 → 〔Mat 69 (Doblado Resorte)〕 → IF2 → 〔FAAT (Templado y Revenido)〕 → ST → 〔Guazzaroni (Pulido)〕 → C9 ▣"
"596","Pinza De Ensalada Mgo Plastico 23cm","Rafael","Prov Art Terminado","N12","1","C9","Resorte U Crom","1","Otros","ST (sin origen)","ps_st","ST (sin origen) → 〔Pedernera (Cromado)〕 → C9 ▣"
"596","Pinza De Ensalada Mgo Plastico 23cm","Rafael","Prov Art Terminado","N12","2","CCG4E","Cartón 596","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G4E ▣"
"596","Pinza De Ensalada Mgo Plastico 23cm","Rafael","Prov Art Terminado","N12","3","F11","Puntero Ensalada","2","Otros","Fleje 45","matriz","Fleje 45 → 〔Mat 66 (Corte Pinza Ensalada)〕 → Mat 66 → 〔Mat 67 (Estampado Pinza Ensalada)〕 → F11 ▣"
"609","P Papas Inox CH","German","Tallerista","N13","1","PB8B","Inser. Neg. Batidor Calado","1","Otros","PB8B (Pat Bet Plast)","compra","PB8B (Pat Bet Plast) → PB8B ▣"
"609","P Papas Inox CH","German","Tallerista","N13","2","CCQ5","Cartón 609","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → Q5 ▣"
"609","P Papas Inox CH","German","Tallerista","N13","3","M1","Disco Inox C/
 Vastago Alu","1","Otros","Fleje 41","matriz","Fleje 41 → 〔Mat 349 (Corte Disco Pisapapa)〕 → M3 → 〔Mat 123 (Perfora disco pisa papas)〕 → M2 → 〔Mat 113 (Remachado pisa papas Inox)〕 → M1 ▣"
"609","P Papas Inox CH","German","Tallerista","N13","3","M1","Disco Inox C/
 Vastago Alu","1","Otros","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V18C → 〔Mat 113 (Remachado pisa papas Inox)〕 → M1 ▣"
"609","P Papas Inox CH","German","Tallerista","N13","4","PA19","Mangos Chef","1","Otros","PA19 (Pat Bet Plast)","compra","PA19 (Pat Bet Plast) → PA19 ▣"
"615","Batidor Resorte CH","Carlos","Tallerista","N2","1","BOM10","Resorte Biconico","1","Otros","BOM10 (sin proveedor)","compra","BOM10 (sin proveedor) → BOM10 ▣"
"615","Batidor Resorte CH","Carlos","Tallerista","N2","2","FE1","Varilla 
 Batidor","1","Otros","FE1 (sin proveedor)","compra","FE1 (sin proveedor) → FE1 ▣"
"615","Batidor Resorte CH","Carlos","Tallerista","N2","3","CCQ5","Cartón 615","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → Q5 ▣"
